"Age","WA_Tjul","WAPLS_Tjul","MAT_Tjul","RF_Tjul","ERT_Tjul","BRT_Tjul","WA_Tjan","WAPLS_Tjan","MAT_Tjan","RF_Tjan","ERT_Tjan","BRT_Tjan","MinDist"
1033,11.4164160635734,10.5223306878631,8.637678360861,9.45446566666666,9.14710833333334,8.34778924468328,-6.67164392931094,-7.09011838748135,-8.35655426713096,-6.30480133333333,-7.34823750000001,-5.96404945707128,6.75941350026262
1153,11.7559086528541,11.1028596321711,8.83694168392611,9.36663783333334,9.08795766666666,8.26268492566501,-5.01012794239889,-5.54607981967024,-7.78227633769656,-6.13896333333333,-6.48921416666666,-6.31560229240024,5.47769252184968
1273,11.6585170480368,11.1922673810668,8.64397917870377,9.40982233333333,9.38414749999999,8.47807386441305,-6.07132389728505,-4.18914861112376,-7.84526453363318,-6.09313716666667,-6.277006,-5.55080069030898,5.0810208034173
1393,13.0928039010429,12.4361952566761,8.91043522434528,10.8064141666667,10.2285305,9.63811937714486,-5.69774797032563,-5.62001553075968,-7.44156738072809,-5.5962285,-6.152603,-5.91278979714262,5.51595871699382
1513,12.1258346708523,12.0526447803997,9.14370945282698,10.5474511666667,9.78209250000001,9.67532064523099,-6.31003185865005,-4.75916391911093,-6.88890423061234,-5.93412466666667,-5.9445405,-7.21398405822781,6.14958027241097
1633,12.6947892604269,11.3882682597525,8.20101596582642,10.2866903333333,9.79881316666667,9.58991933831338,-5.26959710931999,-4.7423207927559,-8.54787006466754,-5.53457016666666,-6.19006466666667,-6.40751902432752,7.2808974610117
1754,13.3836837796592,12.3574085889697,9.18790481519392,9.91847216666666,9.57254616666666,9.52327908580375,-3.6775737839378,-4.16696423247834,-7.09331182852444,-5.4748465,-5.87577266666667,-5.39473125082286,5.54974353183935
1874,13.7072055668954,12.2095094597052,9.16409949505198,10.9374956666667,11.0266998333333,10.4794788163137,-4.77937587747441,-5.11236741093481,-7.02291172170624,-4.27585366666667,-5.78463066666667,-2.66792792218061,8.27796897074669
1994,14.2731602840458,12.8319881565257,9.20437556492151,11.893923,10.9807826666667,10.1323076604521,-4.01700312321819,-3.73400520019006,-7.09008349893899,-2.7890175,-4.50573983333333,-2.90121604419416,8.27804225495935
2114,13.6022707737926,12.9920593350049,10.5373969903822,13.2365676666667,12.6838963333333,13.3317691528822,-4.06481055766998,-2.91925941326938,-5.44362342850294,-2.86181133333333,-3.35063633333333,-3.32807239598272,7.06999772825692
2234,13.0934780438713,11.9581647091419,8.89567220592179,11.5924541666667,11.0332615,10.7800483039005,-4.63447709699157,-3.92051387447553,-7.84131203691085,-4.878385,-5.22727533333334,-6.34073540573822,7.36322441885482
2336,12.6585934157608,11.836329898392,8.04344031559089,9.96718366666667,10.0244388333333,9.62090703385358,-5.01327007630057,-3.54576027425479,-8.73595286122199,-3.917973,-4.96044333333334,-3.13451763096094,8.13783718941672
2427,13.4632556785633,13.0163006786312,9.84649863090571,12.0454796666667,11.494509,11.4527740345358,-5.90016697283459,-4.78619719192802,-6.30692587984648,-2.895328,-4.1019665,-2.58812007337925,8.54578811184591
2517,12.5070560518679,11.6118236230212,9.05984384123744,11.2688256666667,11.0427553333333,10.7716666366637,-4.96408075464244,-3.48506155429544,-7.98776068217959,-3.4964035,-5.057567,-3.61589042490729,7.38908014322014
2608,12.5720518195881,11.2522013793751,9.3471194528936,11.5811516666667,11.0779245,10.9709276543216,-5.38678863655019,-5.21609215137166,-7.18776742299993,-3.43687316666667,-4.5729555,-3.94785189127252,6.86286480164468
2698,14.0997159814239,13.3619428185923,9.31591352100719,11.9432626666667,11.992213,13.6261738510324,-3.52459620545356,-2.66365522381675,-7.17497078668366,-3.05459633333333,-4.1274805,-3.21229197011716,7.30989607393374
2788,11.747938237977,11.611486436966,8.70603503181161,10.5643655,9.93556133333333,9.6364660378143,-6.18377806725851,-5.61357554145345,-7.8890662627309,-4.22616516666667,-5.76066083333334,-4.66648581958294,7.13043847119203
2879,13.6697493380636,13.35527804745,8.13118384104265,12.1402206666667,10.931194,12.6701019743874,-5.06070388807766,-3.37495999829751,-8.75968736487042,-3.47531116666667,-5.28952566666667,-3.26863045139605,8.92934518368808
2969,13.1881802103947,12.5709544523199,10.3212190607438,12.2675701666667,11.739956,11.9692136319184,-4.51209209848298,-4.30519225880921,-6.19445761542682,-3.8458625,-4.41707866666667,-4.83956317984727,8.68977334209922
3060,13.7029639306928,13.1922676835492,10.5824583000254,12.3197161666667,12.2892178333333,12.2879630550863,-5.25656009992541,-4.43655946715213,-5.12618565025471,-2.28282166666667,-3.45167316666667,-2.04084054851415,9.80864148191114
3240,13.8143842632436,12.7254415326647,13.0408904628727,11.9289506666667,11.523345,10.9277789680668,-4.82805499891245,-3.57203373070243,-2.67548574211168,-2.248338,-3.7600355,-2.83411254136871,8.97622940741408
3421,13.0600527545698,13.1694076171024,10.6798667723648,12.132548,11.6482235,12.5919422769063,-4.65461198628001,-2.33452979679541,-4.99564335204525,-2.0473625,-3.518733,-2.38523971292523,8.5785107370547
3602,13.0494627704703,12.2314758655137,9.77116848907244,13.2602451666667,12.3230685,12.5588110332665,-5.35420098389723,-4.21592699655205,-6.51849995565978,-2.59843016666667,-3.49809916666666,-1.93233185931309,9.74009259873102
3783,13.8113267959717,13.2323411357337,9.08072920618763,12.1820261666667,12.2940781666667,12.3730252299192,-4.58817305411149,-2.61699846197006,-7.23466294426117,-1.863784,-3.29389166666667,-1.77435020779508,7.90812915905788
3964,13.2842443930808,13.2286656089972,10.5200152674657,12.1040651666667,12.0591473333333,12.0952352184853,-5.7803500745613,-2.88142170319569,-5.20833861956106,-3.2093035,-3.4041,-2.31166858411525,9.42678217554143
4144,13.6111248740722,13.0560670159172,10.0049816629917,12.4094771666667,11.96276,12.3077855998242,-4.95177601143637,-3.33242829559315,-6.34382077318956,-3.55436266666667,-4.33540683333334,-3.35069945101861,8.36679533426367
4325,13.9737471642681,13.1407938419913,12.4026916327445,13.334742,12.9230206666667,12.5431676053454,-4.73617850690529,-2.77208001233438,-3.21525658220147,-2.3698475,-3.01635766666667,-2.32127883297576,7.92949768297221
4506,13.4611112073168,13.3295992417149,11.4278892330353,12.05668,12.0930481666667,12.2430334480316,-4.74486068593743,-2.00985033985159,-3.78400142845268,-2.55734766666667,-2.68678033333334,-2.34234157252047,9.83967451059834
4676,14.0277081597547,13.8593403911991,11.602465690699,13.0983186666667,13.0398403333333,13.3518390828485,-5.46404528436438,-3.56940385884046,-3.99374804421342,-2.36044783333333,-2.96789283333333,-1.95054016518978,9.92858856105311
4822,13.7194139441813,13.0481395298774,10.7242679127104,13.0468058333333,12.5408286666667,12.5047814874163,-5.52429280647132,-3.91456338196879,-6.54897082609061,-2.7120455,-3.26840133333333,-3.75395276238614,8.30423738456928
4967,12.6590293950324,12.7166209245174,10.2196206276987,12.2197208333333,11.7290878333333,12.4423793728046,-5.0607914397702,-1.68809301215827,-5.74438957488634,-2.40500016666667,-2.95883466666667,-2.11366944450435,7.3822402694046
5113,14.8019337083161,14.2334677151284,12.749320155792,14.2082501666667,14.1642918333333,14.5346890828185,-4.28218843916489,-2.05493802499114,-3.8552008174945,-2.27697516666667,-2.416341,-2.53847075188139,9.13736730732174
5259,12.7623825831433,12.4057648243204,12.6346349469356,12.6996073333333,12.8300305,12.5284068504822,-5.38180272164382,-2.68602432411075,-2.15419219261413,-1.532955,-2.401974,-1.05056399732934,9.23979623700255
5404,13.4547701719341,13.4360343885501,11.78085188266,12.9048711666667,12.9416416666667,13.4379566656793,-5.43169103791737,-3.59288936699777,-3.51503618887101,-2.064319,-3.01714666666666,-2.22280358708199,8.02468555573163
5550,13.9981655551833,13.4591326908729,12.9314079989949,12.5556938333333,13.1821066666667,12.1964015059566,-3.79849545911924,-1.02382175695219,-2.47400549400042,-2.23642866666667,-2.235638,-2.85365281239854,11.4932065234289
5695,12.0601259053402,12.3832590894242,11.0679722352671,11.917652,11.6483753333333,11.7370669621928,-6.10668310552892,-3.0694515989678,-4.30055137722344,-3.23227533333333,-2.98906433333334,-1.82270627426705,8.47996839564591
5841,14.612093948,14.1429422823624,11.8090234732593,13.9016921666667,13.8665046666667,13.4662821353536,-4.13731346904644,-1.19784183673153,-4.50923537832415,-2.61372233333333,-2.80390083333333,-2.04937048287784,9.42722619858944
5987,14.5229224583396,13.7485744094422,12.4175150721613,13.377593,13.1245098333333,13.3507655185282,-3.58925920936106,-0.199171382922591,-2.34679715265905,-2.40328733333333,-2.4948375,-1.82016283690597,10.1860792125876
6132,14.6124387395229,13.7006760612934,13.9319459451674,13.3462745,13.4356991666667,13.6012386566585,-3.53251078000666,-0.227545820421954,-2.17571149825775,-1.77353733333333,-2.1832675,-1.75527209224674,10.3852086183922
6278,13.8286059046038,13.3453913546424,14.4692927173168,12.4349068333333,13.1643741666667,12.9471206767763,-3.5370355814852,-0.0390450765267368,-1.51836757085864,-1.62016766666667,-2.01613816666667,-1.63373488054623,9.37684587263787
6429,14.6214665209594,14.1076434391109,12.8940403568653,12.7705356666667,13.3733728333333,14.016679763796,-3.56111257126849,-0.778800183835509,-2.37057837982613,-1.93782516666667,-1.91107,-1.48766365366289,12.5013989648003
6593,14.8006354891406,14.2036847374415,14.4462346364108,12.8523565,13.1663575,13.5649071013162,-4.42676686770963,-2.2429925917533,-1.52263341500091,-2.37152716666667,-2.54256,-2.34686078638208,10.3582623729783
6758,12.9363713845405,12.6309921312714,12.8375362742174,11.4077296666667,12.4227791666667,12.7019196359977,-5.12032704761266,-2.51931750209681,-2.39870907957669,-2.97832266666667,-2.95792983333333,-1.08279445568723,12.4596508824794
6922,14.5181548893233,12.8761754356506,13.2621617911957,12.6413391666667,12.9998923333333,13.0190690572903,-4.8254533464119,-2.36096371107957,-2.21284691502913,-2.283471,-2.356793,-2.95800477787356,10.2193053001897
7086,14.6296750188917,13.9190978966588,13.4281883944714,12.6678513333333,12.9509098333333,13.2776755093166,-3.98610483342118,-0.767232649164044,-1.28852341188147,-2.16178316666667,-1.76260616666666,-1.3151510077961,11.903969616328
7250,13.2859925446842,13.3177831434291,14.2815351396416,12.4674595,13.1258815,11.8596541868151,-4.42130632651513,-0.927764538032013,-1.65153466120737,-1.9717335,-1.84363416666666,-1.91610912824264,10.4321444432663
7414,13.1382899017924,13.5056951172497,13.0478239249169,12.1161401666667,13.090465,12.8618206409039,-4.68727347834218,-0.569809307532357,-2.4692753468752,-2.24673983333333,-1.82533133333333,-1.14381269719384,9.445816337176
7565,14.7049979047946,13.7844673108926,13.9286260717905,13.5153023333333,13.2572996666667,13.2145570822707,-3.94646639038681,-1.50745107916191,-1.87443308590087,-3.03168216666667,-2.18321983333333,-2.63987666052155,11.299253147978
7682,14.705544328012,14.066184116439,13.6183868405927,12.5681773333333,13.179149,13.4359509323059,-4.90471232318087,-2.11840604912543,-1.55233411348489,-3.13322366666667,-2.77971933333333,-2.15204411378507,11.6504966437358
7800,14.6969770287261,13.6777077877325,13.7094932313337,12.7250818333333,12.8638981666667,13.194978097563,-3.32321814137884,-1.38145188667031,-2.00641885334567,-2.23343466666667,-2.2983525,-2.40438266547944,9.50513882631576
7917,12.9012750063436,12.9634877222972,13.0249569770879,12.183174,12.7927721666667,12.5435825777531,-5.5630874662214,-2.45918754234945,-2.40094468884356,-2.34263333333333,-2.6918085,-2.28090900188982,9.39463861933519
8035,13.7347391766643,13.9438312243101,12.9313447606533,11.6601126666667,11.925139,13.3137615140559,-5.98607127393509,-4.36078913149265,-1.94167048660598,-4.21207033333333,-3.846426,-3.43230881037038,10.7771484527016
8153,14.5441669341496,13.7540836013826,10.2891716182647,11.808085,11.7888281666667,13.4872839163113,-5.23345986868211,-2.62146992138343,-5.91056460791528,-4.0355485,-3.68592833333334,-3.6588246046419,12.0520546869926
